ID ;Administracion;ID Colegio;Colegio;Cant de estudiantes;Promedio PSU;Promedio NEM
1;Municipal;1;Liceo Politécnico Arica;119;415,9602273;5,585470081
1;Municipal;2;Liceo Octavio Palma Pérez;515;510,3201357;5,989161807
1;Municipal;3;Jovina Naranjo Fernández;199;471,4647059;5,530867343
1;Municipal;4;Liceo Politécnico Antonio Varas de la Barra;227;412,0555556;5,689030843
1;Municipal;5;Colegio Integrado Eduardo Frei Montalva;111;458,6666667;5,494234266
1;Municipal;6;Liceo Artístico Dr. Juan Noé Crevani;42;454,5;5,576190517
1;Municipal;7;Escuela Ricardo Silva Arriagada;43;394,1571429;5,635476215
1;Municipal;8;Liceo Agrícola José Abelardo Núñez M.;23;414,3947368;5,747391328
1;Municipal;9;Liceo Granaderos;64;419,4038462;5,386562519
1;Municipal;10;Instituto Comercial de Iquique Baldomero Wolnitzky;102;430,8488372;5,485199995
1;Municipal;11;Escuela Educación General Básica y Desarrollo Artístico Violeta Parra;44;429,6756757;5,690681848
1;Municipal;12;Liceo Libertador General Bernardo O'Higgins;190;497,2878788;5,708770071
1;Municipal;13;Liceo Politécnico José Gutiérrez de la Fuente;63;401,8679245;5,404333361
1;Municipal;14;Liceo Elena Duvauchelle Cabezón;43;407;5,375238123
1;Municipal;15;Liceo Bicentenario Domingo Santa María de Iquique;33;497,25;5,858787883
1;Municipal;16;Liceo Comercial y Técnico Arturo Prat Chacón;1;;6,179999828
1;Municipal;17;Liceo Luis Cruz Martínez (IQUIQUE);250;430;5,534170048
1;Municipal;18;Escuela Profesor Manuel Castro Ramos;25;489,32;5,513749977
1;Municipal;19;Liceo de Huara;15;378,2307692;5,622666613
1;Municipal;20;Liceo Técnico Profesional Colchane;3;370,1666667;5,49333334
1;Municipal;21;Liceo Alcalde Sergio González Gutiérrez;142;429,5;5,761134763
1;Municipal;22;Liceo Domingo Latrille Lastaunou;91;368,3125;5,455384637
1;Municipal;23;Liceo Politécnico Diego Portales P.;76;417,1311475;5,499736817
1;Municipal;24;LICEO  H.C. T.P.  MARIA ELENA;64;457,3839286;5,89453128
1;Municipal;25;Liceo Luis Cruz Martínez (CALAMA);388;561,5879765;5,598578819
1;Municipal;26;Liceo Francisco de Aguirre;115;432,0147059;5,306695669
1;Municipal;27;Liceo Politécnico Cesáreo Aguirre G.;165;432,0925926;5,285975607
1;Municipal;28;Liceo Minero América;323;457,0341727;5,520402498
1;Municipal;29;Centro Educacional Integral de Adultos;218;420,8202614;5,437972337
1;Municipal;30;Escuela República de Ecuador;1;;5,369999886
1;Municipal;31;Liceo Industrial Eulogio Gordo Moneo;414;439,1477612;5,692971019
1;Municipal;32;Liceo Comercial Jerardo Muñoz Campo;283;444,2657005;5,458794335
1;Municipal;33;Liceo Antonio Rendic I. Anexo Centro Rehabilitación Social;8;377,3;5,810000002
1;Municipal;34;Liceo Técnico de Antofagasta;184;413,1273292;5,540604405
1;Municipal;35;Liceo de Hombres de Antofagasta Mario Bahamonde Silva;127;442,6485149;5,357874033
1;Municipal;36;Liceo Marta Narea Díaz;130;451,2631579;5,506250028
1;Municipal;37;Liceo La Portada;87;391,8305085;5,396860489
1;Municipal;38;Liceo Domingo Herrera Rivera;323;474,0463918;5,650123841
1;Municipal;39;Liceo Andrés Sabella;207;507,0241935;5,971304364
1;Municipal;40;Complejo Educativo Juan José Latorre Benavent;95;427,7151899;5,873052652
1;Municipal;41;Liceo Politécnico José Miguel Quiroz;69;413,509434;5,991449315
1;Municipal;42;Liceo Juan Cortés-Monroy Cortés;86;457,4457831;5,963139545
1;Municipal;43;Liceo Federico Varela;127;455,2;5,785590559
1;Municipal;44;Liceo Manuel Magalhaes Medling;108;475,6833333;5,785092623
1;Municipal;45;Instituto Comercial Alejandro Rivera Díaz;167;455,94;5,338072274
1;Municipal;46;Escuela Medardo Cano Godoy;20;355,65625;5,293157904
1;Municipal;47;Liceo José Antonio Carvajal;152;412,675;5,2328477
1;Municipal;48;Liceo Mercedes Fritis Mackenney;91;469,835443;5,227888886
1;Municipal;49;Liceo de Música;94;534,183908;5,415212743
1;Municipal;50;Escuela Hernán Márquez Huerta;9;384,3571429;5,922499955
1;Municipal;51;Liceo Manuel Blanco Encalada;46;411,7972973;5,401111115
1;Municipal;52;Escuela de Concentración;4;399,75;5,659999847
1;Municipal;53;Liceo Pedro Troncoso Machuca;220;445,3530928;5,756454561
1;Municipal;54;Liceo José Santos Ossa;189;431,7928994;5,501223399
1;Municipal;55;Liceo Japón;81;429,8985507;5,786790118
1;Municipal;56;Escuela Básica José Miguel Carrera (HUASCO);1;390,5;5,400000095
1;Municipal;57;Liceo Gabriela Mistral de La Serena;78;451,0075758;5,560641044
1;Municipal;58;Liceo Gregorio Cordovez;126;507,4380531;5,528968281
1;Municipal;59;Liceo Técnico Marta Brunet;66;427,6415094;5,742878769
1;Municipal;60;Colegio José Manuel Balmaceda (LA SERENA);53;537,7234043;5,648679238
1;Municipal;61;Colegio Gabriel González Videla;100;430,0348837;5,382424258
1;Municipal;62;Centro Educacional Integral de Adultos Ester Villarreal Castillo;290;417,3529412;5,594459929
1;Municipal;63;Colegio José Miguel Carrera;47;482,2073171;5,521063835
1;Municipal;64;Liceo Ignacio Carrera Pinto (LA SERENA);47;419,5333333;5,320851082
1;Municipal;65;Escuela Básica Pedro Pablo Muñoz;1;364,5;5,5
1;Municipal;66;Instituto Superior de Comercio de Coquimbo;239;449,4311224;5,458438829
1;Municipal;67;Liceo Industrial José Tomas de Urmeneta;146;415,4347826;5,337876715
1;Municipal;68;Liceo Diego Portales (COQUIMBO);79;419,0089286;5,41569621
1;Municipal;69;Colegio de Artes Claudio Arrau;76;490,4435484;5,457894752
1;Municipal;70;Colegio Santa Cecilia (COQUIMBO);1;;5
1;Municipal;71;Colegio Pablo Neruda (COQUIMBO);43;435,0862069;5,642325612
1;Municipal;72;Liceo Pedro Regalado S. Videla O.;61;442,3888889;5,531803327
1;Municipal;73;Liceo Carlos Roberto Mondaca Cortés;107;418,5568182;5,460467303
1;Municipal;74;Liceo Estela Ávila de Perry;88;419,6031746;5,367586224
1;Municipal;75;Liceo Alejandro Álvarez Jofré;202;525,7949438;5,822636827
1;Municipal;76;Liceo Politécnico de Ovalle;260;454,3381643;5,629073357
1;Municipal;77;Colegio Pichasca;27;405,875;5,58592595
1;Municipal;78;Colegio República de Chile (MONTE PATRIA);48;449,5125;5,576875001
1;Municipal;79;Liceo Presidente Eduardo Frei Montalva;65;444,9473684;5,640461548
1;Municipal;80;Liceo Samuel Román Rojas;139;446,0203252;5,654964039
1;Municipal;81;Escuela Básica Municipal de Adultos;58;379,0285714;5,411206911
1;Municipal;82;Liceo Domingo Ortiz de Rozas (ILLAPEL);109;475,9072165;5,618348629
1;Municipal;83;Liceo Politécnico Pablo Rodríguez Caviedes;151;412,9778761;5,578200016
1;Municipal;84;Liceo de Salamanca;78;445,1985294;5,64846158
1;Municipal;85;Liceo Nicolás Federico Lohse Vargas;145;439,3140496;5,686275867
1;Municipal;86;Centro de Educación de Adultos La Ligua;57;381,5;5,374642866
1;Municipal;87;Liceo Pulmahue de La Ligua;170;431,1292517;5,559764708
1;Municipal;88;Escuela Gabriela Mistral (LA LIGUA);47;445,4333333;5,521489407
1;Municipal;89;Liceo José Manuel Borgoño Núñez;68;428,2142857;5,635294143
1;Municipal;90;Liceo Cordillera;14;407,6428571;5,675714288
1;Municipal;91;Liceo y Escuela Municipal;151;405,4765625;5,428040543
1;Municipal;92;Liceo de Zapallar;71;481,765625;5,457605664
1;Municipal;93;Liceo Maximiliano Salas Marchán;514;483,1997768;5,676167322
1;Municipal;94;Liceo Técnico Amancay;60;407,0638298;5,493666673
1;Municipal;95;Liceo República Argentina (LOS ANDES);28;412,4375;5,410714303
1;Municipal;96;Liceo de Hombres América;16;363;5,042500049
1;Municipal;97;C.E.I.A  DR. OSVALDO ROJAS GONZALEZ;113;400,9634146;5,550265494
1;Municipal;98;Escuela Pablo Neruda (SAN ESTEBAN);1;425,5;4,949999809
1;Municipal;99;Liceo Doctor Roberto Humeres O.;70;425,5175439;5,541159429
1;Municipal;100;Liceo de Niñas Corina Urbina;82;455,8266667;5,587250006
1;Municipal;101;Liceo San Felipe;7;421,6666667;5,392857143
1;Municipal;102;Liceo Manuel Marín;27;395,4;5,437037079
1;Municipal;103;LICEO   REPUBLICA DE ESTADOS UNIDOS;11;382,125;5,592727228
1;Municipal;104;Liceo Darío Salas (SANTA MARIA);55;412,4358974;5,302545487
1;Municipal;105;Liceo Politécnico Llay Llay;173;464,3366013;5,63635841
1;Municipal;106;Liceo Polivalente Fernando Silva Castellón;75;391,3450704;5,390666669
1;Municipal;107;Liceo Santiago Escuti Orrego;78;440,25;5,393589772
1;Municipal;108;Colegio Valle de Quillota;32;440,5185185;5,570625052
1;Municipal;109;Liceo Comercial de Quillota;208;455,0241935;5,687259619
1;Municipal;110;Colegio Leonardo Da Vinci (LA CRUZ);74;424,8968254;5,48534247
1;Municipal;111;Liceo Pedro de Valdivia;104;397,2457627;5,214803934
1;Municipal;112;Complejo Educacional Las Acacias de Artificio;36;392,4393939;5,471666667
1;Municipal;113;Liceo Municipal Juan Rusque Portal;49;424,4642857;5,576530603
1;Municipal;114;Liceo Municipal Luis Laborda;102;424,4770115;5,557722781
1;Municipal;115;Liceo de Limache;136;431,2242991;5,458666685
1;Municipal;116;Liceo de Olmué;59;440,377551;5,348983078
1;Municipal;117;Instituto Superior de Comercio Francisco Araya Bennet;406;459,8707865;5,490523695
1;Municipal;118;Liceo Técnico de Valparaíso;179;400,3320611;5,4813408
1;Municipal;119;Escuela Especial de Adultos (VALPARAISO);50;347,7413793;5,323488369
1;Municipal;120;Liceo Eduardo de la Barra;537;513,2390351;5,585393266
1;Municipal;121;Liceo Tecnológico Alfredo Nazar Feres;106;408,6460674;5,405619063
1;Municipal;122;Liceo Matilde Brandau de Ross;90;429,1956522;5,354666668
1;Municipal;123;Liceo María Luisa Bombal (VALPARAISO);63;416,754902;5,325161303
1;Municipal;124;Liceo Técnico Profesional Baron;61;402,372549;5,348032795
1;Municipal;125;Liceo Bicentenario Marítimo de Valparaíso;36;560,2428571;5,839428547
1;Municipal;126;Liceo de Niñas María Franck de Macdougal;91;427,2179487;5,599010981
1;Municipal;127;Colegio Pedro Montt;16;443,3181818;5,579375029
1;Municipal;128;Instituto Técnico Profesional Marítimo de Valparaíso;290;472,1115538;5,468927344
1;Municipal;129;Inst.Tec.Prof.Marítimo de Valparaiso;3;517,5;5,449999968
1;Municipal;130;Escuela República de México (VALPARAISO);42;413,972973;5,511190505
1;Municipal;131;Liceo Industrial Miraflores Alto;71;408,1574074;5,361971842
1;Municipal;132;Centro Educacional Integral de Adultos Los Castaños;52;429,8974359;5,326730792
1;Municipal;133;Liceo José Francisco Vergara Etchevers;162;428,1115702;5,455246919
1;Municipal;134;Liceo Benjamin Vicuña Mackenna;81;432;5,365125024
1;Municipal;135;Liceo Guillermo Rivera Cotapos;192;442,9607843;5,384627674
1;Municipal;136;Liceo Bicentenario de Viña Del Mar;196;500,6;5,573775515
1;Municipal;137;Colegio República de Colombia;47;434,4864865;5,534468062
1;Municipal;138;Escuela Dr. Óscar Marín Socías;16;388,625;5,644375056
1;Municipal;139;Centro de Educación de Adultos (VIÑA DEL MAR);70;411,12;5,349275354
1;Municipal;140;Liceo Politécnico Quintero;116;397,9333333;5,426052654
1;Municipal;141;Colegio General José Velásquez Bórquez;62;423,1296296;5,643548373
1;Municipal;142;Complejo Educacional Sargento Aldea;88;447,76;5,708372105
1;Municipal;143;Colegio Industrial Andrés Bello López;41;461,5806452;5,262250006
1;Municipal;144;Liceo Guillermo Gronemeyer Zamorano;93;465,5892857;5,565698921
1;Municipal;145;Liceo Comercial Alejandro Lubet V;313;434,0992063;5,426807837
1;Municipal;146;Escuela Guardiamarina Guillermo Zañartu I.;40;435,6973684;5,639249969
1;Municipal;147;Centro de Educación de Adultos (QUILPUE);133;393,4805825;5,506412237
1;Municipal;148;Liceo Técnico Profesional Mannheim;74;405,1343284;5,274864886
1;Municipal;149;Liceo Tecnológico Villa Alemana;128;422,71;5,350390654
1;Municipal;150;Liceo Bicentenario Técnico Profesional Mary Graham;118;521,1946903;5,428389832
1;Municipal;151;Escuela Melvin Jones;1;;4,650000095
1;Municipal;152;Colegio Charles Darwin (VILLA ALEMANA);92;493,0930233;5,625108714
1;Municipal;153;Escuela Manuel Montt (VILLA ALEMANA);19;434,0277778;5,392631631
1;Municipal;154;Escuela Vicealmirante Arturo Wilson N.;21;443,6842105;5,295238132
1;Municipal;155;Liceo Manuel de Salas (CASABLANCA);107;412,0670103;5,510660387
1;Municipal;156;Escuela Domingo Ortiz de Rozas;27;471,28;5,799259309
1;Municipal;157;Colegio Insular Robinson Crusoe;11;467,65;5,643636443
1;Municipal;158;Profesor Juan Dante Parraguéz Arellano;55;407,0125;5,378363661
1;Municipal;159;Instituto Comercial Marítimo Pacífico Sur;224;437,6875;5,615829613
1;Municipal;160;Escuela Movilizadores Portuarios;44;421,1621622;5,387272716
1;Municipal;161;Colegio España (SAN ANTONIO);25;408,9318182;5,424800014
1;Municipal;162;Padre André Coindre;11;391,7142857;5,426363642
1;Municipal;163;Escuela Básica Cuncumén;11;428,125;5,470909119
1;Municipal;164;Liceo Poeta Vicente Huidobro;111;435,2365591;5,591171187
1;Municipal;165;Liceo Eugenia Subercaseaux;15;373,8571429;5,611999989
1;Municipal;166;Colegio El Tabo;36;433,9090909;5,541944451
1;Municipal;167;Complejo Educacional Clara Solovera;52;446,8333333;5,447692312
1;Municipal;168;Colegio People Help People;106;488,7083333;5,68733333
1;Municipal;169;Colegio Básico Lorenzo Baeza Vega;27;385,6875;5,525769234
1;Municipal;170;Liceo Comercial Diego Portales (RANCAGUA);523;485,8592133;5,525730773
1;Municipal;171;Liceo de Niñas de Rancagua;38;445,8703704;5,534594626
1;Municipal;172;Liceo Municipal Óscar Castro Zúñiga;748;556,7052632;5,872184998
1;Municipal;173;Liceo Municipal José Victorino Lastarria;139;422,9902913;5,396258996
1;Municipal;174;Colegio España (RANCAGUA);2;507,75;5,519999981
1;Municipal;175;Liceo Integrado Libertador Simón Bolivar;58;378,5416667;5,53672414
1;Municipal;176;Escuela Municipal Patricio Mekis;26;383,5714286;5,417307652
1;Municipal;177;Liceo Comercial Jorge Alessandri R.;172;419,2465753;5,424011627
1;Municipal;178;Liceo Profesor Misael Lobos Monroy;61;408,4069767;5,403278679
1;Municipal;179;Liceo Alberto Hurtado (MOSTAZAL);113;423,8736264;5,422300866
1;Municipal;180;Liceo Elvira Sánchez de Garcés;20;408,5526316;5,620499969
1;Municipal;181;Escuela Berta Saavedra Segura;32;406,0909091;5,627812505
1;Municipal;182;Liceo Politécnico Tomás Marín de Poveda;148;453,1259259;5,556666669
1;Municipal;183;Liceo Luis Urbina Flores;125;421,4245283;5,616400024
1;Municipal;184;Escuela Gustavo Bisquertt S.;4;426,125;6,349999905
1;Municipal;185;Liceo República de Italia (QUINTA DE TILCOCO);64;408,62;5,541562513
1;Municipal;186;Liceo Ignacio Carrera Pinto (SAN VICENTE);300;466,9419476;5,605451517
1;Municipal;187;Liceo Latinoamericano;82;425,2432432;5,508536583
1;Municipal;188;Escuela Especial de Adultos F N142;4;378;5,937500119
1;Municipal;189;Liceo Jean Buchanan de Larraín;63;414,1875;5,610000028
1;Municipal;190;Liceo Municipal Luis Gregorio Valenzuela Lavín;36;423,9259259;5,566388872
1;Municipal;191;Liceo Claudio Arrau León (DOÑIHUE);114;436,1419753;5,387894735
1;Municipal;192;Liceo Francisco Antonio Encina Armanet (LAS CABRAS);193;430,3811189;5,690051822
1;Municipal;193;Instituto Comercial Alberto Valenzuela Llanos de San Fernando;223;473,5595855;5,279820628
1;Municipal;194;Liceo de Hombres Neandro Schilling;184;482,765625;5,57923914
1;Municipal;195;Liceo Eduardo Charme;66;418;5,626969735
1;Municipal;196;Escuela Concentrac. Rural Sergio Verdugo Herrera;1;343,5;5,849999905
1;Municipal;197;Escuela Básica Gaspar Marín;4;488,5;6,162500024
1;Municipal;198;Liceo Municipal Complejo Educacional Chimbarongo;173;479,1409396;5,975406993
1;Municipal;199;Escuela Municipal (CHIMBARONGO) (2488);12;364,05;5,441666643
1;Municipal;200;Escuela Municipal (CHIMBARONGO) (2507);4;407,8333333;5,555000067
1;Municipal;201;Liceo San Francisco (PLACILLA);15;400,55;5,508666674
1;Municipal;202;Liceo Municipal Juan Pablo II;98;420,7258065;5,564999999
1;Municipal;203;Escuela de Adultos (SANTA CRUZ);9;310,1111111;5,5
1;Municipal;204;Liceo Municipal de Santa Cruz;223;456,8481675;5,597162167
1;Municipal;205;Instituto Politécnico (SANTA CRUZ);306;470,2685512;5,704163952
1;Municipal;206;Liceo de Lolol;57;429,1428571;5,649122824
1;Municipal;207;Escuela Municipal de Palmilla;15;379,9444444;5,64333334
1;Municipal;208;Liceo San José del Carmen;36;436,86;5,490555591
1;Municipal;209;Liceo Bicentenario Víctor Jara Martínez;97;445,65;5,715876299
1;Municipal;210;Liceo Agustin Ross Edwards;129;476,0405405;5,656976752
1;Municipal;211;Liceo Municipal Pablo Neruda;71;424,2155172;5,520422533
1;Municipal;212;Liceo El Rosario de Litueche;62;480,1363636;5,712741959
1;Municipal;213;Liceo Municipal Instituto Cardenal Caro;16;439,375;5,130625069
1;Municipal;214;Escuela Capllan José Luis López Carrasco;8;356,5714286;5,587499976
1;Municipal;215;Liceo Fernando Lazcano;173;469,2039474;5,592601159
1;Municipal;216;Liceo Luis Cruz Martínez de Curicó;67;475,7166667;5,513880594
1;Municipal;217;Colegio Alessandri;1;;4,829999924
1;Municipal;218;Colegio Polivalente Japón;14;416,6428571;5,46142854
1;Municipal;219;Centro Integrado de Educación de Adultos de Curicó;38;415,6730769;5,594324331
1;Municipal;220;Escuela República Estados Unidos;6;437;5,835000118
1;Municipal;221;Liceo Teno;83;444,3962264;5,585301221
1;Municipal;222;Escuela Arturo Alessandri Palma (ROMERAL);11;480,4;5,480909044
1;Municipal;223;Liceo Polivalente de Molina;117;440,2395833;5,623333352
1;Municipal;224;Liceo Juan Agustín Morales González;49;474,5111111;5,748163252
1;Municipal;225;Liceo Hualañé;136;491,8319672;5,932941205
1;Municipal;226;Liceo Augusto Santelices Valenzuela;53;501,7159091;5,912452878
1;Municipal;227;Escuela Alejandro Rojas Sierra;5;427,2;5,528000069
1;Municipal;228;Liceo Nuevo Horizonte;12;491;5,757499973
1;Municipal;229;Escuela Entre Aguas de Llico;25;474,64;5,720400009
1;Municipal;230;Liceo de Cultura y Difusión Artística;70;482,1769231;5,695652195
1;Municipal;231;Liceo Técnico Amelia Courbis;227;433,9685714;5,509030871
1;Municipal;232;Liceo Marta Donoso Espejo;478;500,382151;5,584381553
1;Municipal;233;Liceo Industrial Superior;140;414,4485981;5,34178572
1;Municipal;234;Inst.Sup.De Comercio Enrique Maldonado S;500;452,8822844;5,587960013
1;Municipal;235;Liceo Diego Portales (TALCA);52;445,5238095;5,365490203
1;Municipal;236;Liceo Carlos Condell;35;383,8846154;5,330882395
1;Municipal;237;Liceo Héctor Pérez Biott;29;417,8095238;5,33068966
1;Municipal;238;Liceo Técnico Profesional Aulas de Esperanza de Talca;27;364,25;5,603599987
1;Municipal;239;Liceo Abate Molina;848;566,8574194;5,98820756
1;Municipal;240;Liceo Ignacio Carrera Pinto (TALCA);22;410,25;5,456190473
1;Municipal;241;Escuela El Sauce (TALCA);11;358;5,467272672
1;Municipal;242;Liceo de Pelarco;57;375,4642857;5,645614038
1;Municipal;243;Liceo Agroindustrial Río Claro;29;405,1666667;5,274827628
1;Municipal;244;Liceo San Clemente Entre Ríos;79;430,877551;5,449493698
1;Municipal;245;Liceo San Ignacio;13;426,5833333;5,481538406
1;Municipal;246;Complejo Educacional Pencahue;19;396,6666667;6,013157895
1;Municipal;247;Liceo Constitución;124;463,6743119;5,415887117
1;Municipal;248;Liceo Rural Putú;11;493,7222222;5,795454545
1;Municipal;249;Liceo Rural Enrique Mac Iver;26;429,9130435;5,433846162
1;Municipal;250;Liceo Luis Edmundo Correa Rojas;67;465,3157895;5,818507472
1;Municipal;251;Liceo Valentín Letelier (LINARES);467;534,9519451;5,721156338
1;Municipal;252;Instituto Comercial;375;460,0875;5,459438506
1;Municipal;253;Liceo Técnico Profesional Diego Portales;75;392,1777778;5,482800045
1;Municipal;254;Juan Martínez de Rozas;4;466,875;5,6674999
1;Municipal;255;Pedro Aguirre Cerda (LINARES);3;467,5;5,366666635
1;Municipal;256;Escuela Graciela Letelier;8;439,25;5,495000005
1;Municipal;257;Escuela Salomon Salman Dabud;19;431,3333333;5,558947387
1;Municipal;258;Liceo Politécnico de Linares;160;425,3968254;5,306062511
1;Municipal;259;Liceo Juan de Dios Puga;83;422,1532258;5,427228916
1;Municipal;260;Escuela Silvano Fernández;7;345;5,478571415
1;Municipal;261;Liceo Juan Gómez Millas (YERBAS BUENAS);23;365,7727273;5,691739124
1;Municipal;262;Liceo Capitán Ignacio Carrera Pinto;84;469,2686567;5,505952364
1;Municipal;263;Liceo Arturo Alessandri Palma (LONGAVI);113;464,9512195;5,726283192
1;Municipal;264;Escuela José Miguel Carrera (LONGAVI);3;401;5,866666635
1;Municipal;265;Liceo Laura Urrutia Benavente;11;429,7857143;5,616363699
1;Municipal;266;Escuela Gabriel Benavente Benavente;9;458,5;5,891111056
1;Municipal;267;Liceo Federico Heise Martí;94;424,4527027;5,431702152
1;Municipal;268;Escuela Juanita Zúñiga Fuentes;37;415,484375;5,360810795
1;Municipal;269;Colegio Alberto Molina Castillo;12;462,65;5,700000008
1;Municipal;270;Liceo Guillermo Marín Larraín;164;441,9155405;5,600853679
1;Municipal;271;Colegio Ajial;22;416,9444444;5,678636378
1;Municipal;272;Colegio Robinson Cabrera Beltrán;40;406,05;5,601000011
1;Municipal;273;Liceo Francisco Antonio Encina Armanet (VILLA ALEGRE);47;420,9827586;5,917234035
1;Municipal;274;Liceo Manuel Montt;246;431,5956938;5,452845533
1;Municipal;275;Escuela Mariano Latorre (CAUQUENES);25;377,4090909;5,766086972
1;Municipal;276;Liceo Antonio Varas (CAUQUENES);128;450,4158879;5,673622049
1;Municipal;277;Liceo Claudina Urrutia de Lavín;300;478,5797872;5,661999995
1;Municipal;278;Liceo Politécnico Pedro Aguirre Cerda;87;407,6956522;5,87402301
1;Municipal;279;Liceo Pelluhue;56;479,212963;5,783749989
1;Municipal;280;Liceo Federico Albert Faupp;73;442,9609375;5,755068492
1;Municipal;281;Liceo Bicentenario Marta Brunet Cáraves;166;483,4768212;5,851325314
1;Municipal;282;Liceo Narciso Tondreau;81;488,3153846;5,603950648
1;Municipal;283;Liceo Martin Ruiz de Gamboa;24;411,4285714;5,569583317
1;Municipal;284;Liceo Vida Nueva;53;386,95;5,57235298
1;Municipal;285;Liceo Polivalente Juan Pacheco Altamirano;23;438,8214286;5,733043484
1;Municipal;286;Escuela Básica Nebuco;1;;6,550000191
1;Municipal;287;Escuela General Domingo Urrutia;5;343;5,7924999
1;Municipal;288;Centro Educación Integral Adultos Claudio Matte Pérez;39;408,3;5,648611069
1;Municipal;289;Liceo Politécnico Capitán Ignacio Carrera Pinto;148;447,5629921;5,796148655
1;Municipal;290;Liceo Diego Portales Palazuelos;34;514,2272727;5,794999964
1;Municipal;291;Escuela Francisco Moya Clement;8;379,5;6,025000036
1;Municipal;292;Escuela Agua Buena;1;;5,400000095
1;Municipal;293;Escuela Chacay;1;432,5;5,369999886
1;Municipal;294;Liceo Tiuquilemu;17;401,75;5,460000038
1;Municipal;295;Liceo San Gregorio;59;447,5408163;5,723220365
1;Municipal;296;Liceo Jorge Alessandri Rodríguez (SAN FABIAN);36;496,2285714;5,72055557
1;Municipal;297;Escuela Porvenir de Cato;2;387;5,485000134
1;Municipal;298;Liceo Politécnico José Manuel Pinto Arias;44;473,575;5,836136374
1;Municipal;299;Liceo Manuel Jesús Ortiz;47;421,452381;6,060888926
1;Municipal;300;Liceo Pueblo Seco;74;435,2295082;5,802432428
1;Municipal;301;Colegio Politécnico Víctor Jara;23;411,3235294;5,791304319
1;Municipal;302;Escuela Calle Alegre;3;402,5;6,566666603
1;Municipal;303;Escuela Colton Variante;6;362,5833333;6,125
1;Municipal;304;Liceo Polivalente Juvenal Hernández Jaque;135;464,512931;5,819555586
1;Municipal;305;Escuela Básica Adultos Yungay;9;375,6111111;5,799999979
1;Municipal;306;Liceo de Yungay;147;447,7543103;5,710748296
1;Municipal;307;Liceo Campanario;22;406,0227273;5,603181796
1;Municipal;308;Liceo Polivalente Tomás Arnaldo Herrera Vega;78;458,7142857;5,609090917
1;Municipal;309;Liceo Manuel Bulnes (BULNES) (3976);92;438,4057971;5,780434811
1;Municipal;310;Liceo Santa Cruz de Larqui;36;472,1166667;5,726388878
1;Municipal;311;Liceo Polivalente Adultos de Itata;10;328,8333333;5,820000013
1;Municipal;312;Liceo Polivalente Luis Cruz Martínez;55;441,48;5,69400001
1;Municipal;313;Liceo Polivalente Virginio Arias;51;467,5777778;5,66274512
1;Municipal;314;Liceo Nibaldo Sepúlveda Fernández;28;449,3913043;5,869642888
1;Municipal;315;Liceo Domingo Ortiz de Rozas (COELEMU);232;469,4396985;5,843695657
1;Municipal;316;Escuela Básica Valle Lonquén;5;472,4;6,292000008
1;Municipal;317;Liceo Polivalente Diego Missene Burgos;79;408,9166667;5,87632915
1;Municipal;318;LICEO POLIVALENTE CARLOS MONTANE  CASTRO;102;451,3630952;5,89176472
1;Municipal;319;Liceo Arturo Prat Chacón (NINHUE);25;480,7954545;5,973200016
1;Municipal;320;Liceo Bicentenario de Excelencia Polivalente San Nicolás;225;528,5213904;5,844977803
1;Municipal;321;Liceo Técnico Puente Ñuble;11;444,9375;6,055454558
1;Municipal;322;Liceo Comercial Diego Portales Palazuelo;397;461,7318841;5,461536547
1;Municipal;323;Liceo Los Ángeles A-59;429;558,3545918;5,751794877
1;Municipal;324;Liceo Coeducacional Santa María de Los Ángeles;186;441,5541401;5,260000015
1;Municipal;325;Liceo Industrial Samuel Vivanco Parada;199;405,9156627;5,450959596
1;Municipal;326;Liceo Técnico Juanita Fernández Solar (LOS ANGELES);257;439,4684685;5,567237364
1;Municipal;327;Liceo Santa Fe;19;471,7142857;5,656842056
1;Municipal;328;Liceo Agroindustrial Llano Blanco;16;392,7272727;5,548125029
1;Municipal;329;Liceo Politécnico General Óscar Bonilla Bradanov;180;420,5921053;5,682944451
1;Municipal;330;Liceo Manuel Arístides Zañartu;115;450,3578947;5,651739133
1;Municipal;331;Liceo de Huepil;142;441,3196721;5,748450712
1;Municipal;332;LICEO  DOCTOR VÍCTOR RÍOS RUIZ;49;417,9186047;5,70591838
1;Municipal;333;Liceo Francisco Bascuñán Guerrero;44;437,9428571;5,638409084
1;Municipal;334;Liceo Isabel Riquelme;20;422,8055556;5,544000006
1;Municipal;335;Liceo Cardenal Antonio Samoré;98;439,7839506;5,666836758
1;Municipal;336;Instituto Valle Del Sol Quilaco;13;405,0909091;5,388461553
1;Municipal;337;Liceo Miguel Ángel Cerda Leiva;212;482,6534392;5,571226424
1;Municipal;338;Liceo Crisol;13;380,45;5,450769168
1;Municipal;339;Liceo Polivalente la Frontera;35;418,9354839;5,62542854
1;Municipal;340;Liceo Municipal de Nacimiento;305;469,2707581;5,86947543
1;Municipal;341;Liceo Politécnico Héroes de la Concepción;379;474,2570093;5,800608486
1;Municipal;342;Liceo Isidora Aguirre Tupper;43;456,6071429;5,710465132
1;Municipal;343;Liceo Padre Luis Alberto Saldes Irarrázabal;132;457,25;5,607121211
1;Municipal;344;Liceo Técnico Profesional Gonzalo Guglielmi Montiel;29;429,6875;5,342758672
1;Municipal;345;Liceo Municipal Río Claro;21;458,5333333;5,577619076
